Applicant_ID,Age,Gender,Employment_Type,Annual_Income,Credit_Score,Existing_Loans,Loan_Amount,Loan_Purpose,Eligibility,Approval_Probability
APP00378,22,Female,Salaried,53876,797,2,590484,Vehicle,1,0.6454
APP00379,52,Male,Self-Employed,244516,749,3,617612,Vehicle,1,0.8112
APP00380,43,Female,Salaried,176043,616,3,428277,Personal,1,0.78
APP00381,42,Female,Business Owner,254192,660,2,357694,Medical,1,0.7525
APP00382,45,Female,Business Owner,279767,801,1,876763,Home,1,0.7882
APP00383,42,Female,Self-Employed,277313,555,1,1222280,Vehicle,1,0.7038
APP00384,42,Male,Salaried,53261,790,1,160424,Personal,1,0.7549
APP00385,62,Female,Salaried,131601,747,3,1344373,Education,1,0.6569
APP00386,26,Other,Salaried,86260,720,2,208187,Education,1,0.7906
APP00387,35,Female,Salaried,81176,690,2,893726,Home,1,0.521
APP00388,63,Male,Salaried,167412,837,2,578043,Home,1,0.844
APP00389,57,Male,Self-Employed,191465,849,0,344132,Business,1,0.8412
APP00390,53,Male,Self-Employed,127153,630,0,834353,Business,1,0.5475
APP00391,28,Female,Salaried,173348,728,4,462219,Personal,1,0.7648
APP00392,64,Female,Salaried,32310,829,0,843100,Business,1,0.6107
APP00393,64,Male,Salaried,191239,617,1,1375895,Home,1,0.7853
APP00394,25,Male,Salaried,166463,699,1,1374172,Home,1,0.8477
APP00395,59,Female,Business Owner,147013,760,1,209395,Personal,1,0.7602
APP00396,24,Female,Salaried,206693,518,1,318293,Education,1,0.8741
APP00397,26,Female,Salaried,166964,746,4,1303541,Education,1,0.6958
APP00398,52,Female,Salaried,234658,592,1,812271,Personal,1,0.9025
APP00399,50,Male,Freelancer,197687,695,3,530724,Vehicle,1,0.841
APP00400,55,Male,Self-Employed,203625,771,3,1458811,Home,1,0.7155
APP00401,60,Female,Salaried,134264,488,3,660329,Medical,1,0.5522
APP00402,36,Female,Self-Employed,104071,742,0,1346910,Personal,1,0.5342
APP00403,33,Female,Business Owner,197074,843,2,509127,Home,1,0.8205
APP00404,62,Female,Unemployed,1322,637,4,1331648,Medical,0,0.3071
APP00405,50,Female,Salaried,34852,726,3,320569,Education,1,0.5261
APP00406,39,Male,Freelancer,292531,786,3,644163,Vehicle,1,0.7959
APP00407,37,Male,Freelancer,155381,552,1,227189,Personal,1,0.664
APP00408,39,Male,Freelancer,259484,740,3,658552,Personal,1,0.7162
APP00409,48,Male,Self-Employed,228754,761,1,1238622,Home,1,0.7789
APP00410,46,Female,Self-Employed,156632,731,1,382335,Home,1,0.8173
APP00411,57,Other,Salaried,288456,686,2,1238391,Home,1,0.8739
APP00412,46,Male,Business Owner,112566,599,0,482671,Vehicle,1,0.6279
APP00413,43,Male,Self-Employed,259750,791,1,1057697,Home,1,0.8432
APP00414,29,Female,Self-Employed,100542,682,1,211107,Education,1,0.6041
APP00415,32,Male,Salaried,133237,607,2,965181,Home,1,0.6145
APP00416,21,Female,Business Owner,112502,654,1,590609,Education,1,0.5452
APP00417,21,Female,Business Owner,33749,709,4,1434502,Home,0,0.3563
APP00418,54,Female,Salaried,186855,555,0,119398,Medical,1,0.8281
APP00419,52,Male,Business Owner,85645,681,4,1379693,Home,0,0.4893
APP00420,45,Male,Self-Employed,238933,646,3,428818,Education,1,0.6959
APP00421,60,Female,Business Owner,78175,786,0,1307325,Medical,1,0.5008
APP00422,21,Female,Salaried,173395,530,3,1350412,Business,1,0.7357
APP00423,36,Male,Salaried,75762,755,1,378102,Home,1,0.6472
APP00424,59,Female,Freelancer,89222,793,2,1369470,Home,1,0.528
APP00425,25,Male,Salaried,214400,533,4,1044416,Business,1,0.725
APP00426,42,Female,Business Owner,280539,542,3,1473552,Education,1,0.5695
APP00427,49,Male,Self-Employed,37213,822,1,1389176,Business,1,0.5361
APP00428,23,Female,Self-Employed,122367,607,4,295069,Education,1,0.5747
APP00429,32,Male,Salaried,203002,850,4,802047,Education,1,0.9239
APP00430,46,Male,Self-Employed,183785,535,3,524004,Vehicle,1,0.597
APP00431,36,Male,Salaried,132157,693,1,1431484,Business,1,0.6685
APP00432,57,Male,Salaried,254408,678,2,543893,Personal,1,0.8532
APP00433,42,Female,Salaried,57583,663,3,907525,Home,1,0.5126
APP00434,49,Other,Salaried,153792,717,4,1449508,Vehicle,1,0.5732
APP00435,34,Male,Unemployed,5147,721,4,29192,Home,0,0.3301
APP00436,48,Male,Unemployed,1356,666,0,930835,Vehicle,0,0.3049
APP00437,25,Female,Salaried,204000,598,1,1287040,Medical,1,0.7958
APP00438,50,Female,Business Owner,44510,763,0,1370669,Education,0,0.3745
APP00439,25,Female,Salaried,37120,730,2,1126958,Personal,0,0.4237
APP00440,32,Male,Self-Employed,124847,689,3,633521,Vehicle,1,0.6078
APP00441,36,Male,Business Owner,123575,727,4,1489378,Personal,0,0.4774
APP00442,46,Female,Freelancer,292439,741,1,1110819,Business,1,0.7262
APP00443,46,Male,Salaried,45460,619,4,1421286,Home,1,0.5066
APP00444,41,Female,Business Owner,39963,724,0,1379338,Home,0,0.4744
APP00445,59,Male,Salaried,52328,635,0,148621,Education,1,0.691
APP00446,56,Female,Unemployed,1752,744,3,914600,Home,0,0.3407
APP00447,53,Male,Salaried,46605,664,1,62494,Vehicle,1,0.7711
APP00448,50,Female,Self-Employed,200885,728,1,296102,Vehicle,1,0.7737
APP00449,57,Male,Self-Employed,202443,645,3,230851,Personal,1,0.8146
APP00450,43,Female,Self-Employed,133241,733,0,1166536,Education,1,0.6173
APP00451,30,Male,Salaried,216848,601,0,1161054,Business,1,0.7344
APP00452,25,Female,Freelancer,279289,682,0,532419,Personal,1,0.8264
APP00453,56,Female,Salaried,192984,758,4,1049339,Medical,1,0.7902
APP00454,54,Female,Self-Employed,194446,717,2,440754,Home,1,0.7026
APP00455,51,Female,Salaried,228374,695,0,15833,Vehicle,1,0.889
APP00456,30,Female,Salaried,87784,824,2,1050397,Education,1,0.6297
APP00457,39,Female,Self-Employed,46274,761,2,1475178,Education,0,0.4603
APP00458,52,Male,Salaried,154994,748,1,1306629,Education,1,0.6157
APP00459,21,Female,Salaried,242220,732,3,1027853,Medical,1,0.8711
APP00460,25,Male,Salaried,217070,742,4,1157917,Vehicle,1,0.757
APP00461,24,Male,Salaried,268768,812,2,628528,Vehicle,1,0.8371
APP00462,36,Male,Business Owner,193206,646,4,904387,Personal,1,0.6871
APP00463,44,Male,Freelancer,168435,760,1,1476624,Home,1,0.6585
APP00464,36,Female,Salaried,94672,708,0,1267505,Vehicle,1,0.6943
APP00465,22,Female,Salaried,71246,649,2,180002,Business,1,0.6471
APP00466,48,Female,Salaried,114110,672,3,173479,Home,1,0.6953
APP00467,52,Male,Salaried,289954,697,1,800505,Vehicle,1,0.8654
APP00468,47,Male,Self-Employed,215932,611,4,419251,Home,1,0.7027
APP00469,40,Male,Self-Employed,233271,749,0,1065308,Medical,1,0.7692
APP00470,44,Male,Salaried,96688,671,4,1375817,Education,0,0.4987
APP00471,32,Male,Salaried,218435,686,3,1062063,Education,1,0.8197
APP00472,55,Male,Salaried,298306,788,2,1290136,Vehicle,1,0.8573
APP00473,53,Male,Business Owner,98535,690,3,854134,Home,0,0.4736
APP00474,53,Female,Unemployed,1044,804,4,792031,Home,0,0.4071
APP00475,63,Female,Salaried,159693,638,4,367105,Education,1,0.7133
APP00476,57,Other,Salaried,143371,592,3,515410,Education,1,0.68
APP00477,32,Female,Freelancer,114792,656,3,117721,Vehicle,1,0.5673
APP00478,23,Female,Freelancer,200505,454,3,343175,Vehicle,1,0.6616
APP00479,21,Male,Salaried,282416,752,0,1404937,Vehicle,1,0.9025
APP00480,53,Female,Salaried,91188,596,4,1335501,Business,1,0.5472
APP00481,60,Female,Salaried,211023,630,1,836297,Education,1,0.7975
APP00482,30,Male,Self-Employed,263188,737,0,317311,Home,1,0.8125
APP00483,63,Male,Salaried,61558,689,0,790226,Business,1,0.6156
APP00484,64,Female,Salaried,153938,644,0,1271386,Medical,1,0.7348
APP00485,49,Male,Self-Employed,171731,517,1,1266169,Home,1,0.5402
APP00486,33,Female,Salaried,297579,784,3,311743,Education,1,0.9549
APP00487,32,Female,Business Owner,275272,737,4,419991,Vehicle,1,0.6548
APP00488,51,Male,Salaried,53067,844,2,1387224,Vehicle,1,0.6263
APP00489,22,Male,Salaried,112794,632,2,479134,Business,1,0.5991
APP00490,55,Male,Self-Employed,26379,563,4,80687,Home,0,0.3857
APP00491,43,Male,Salaried,133541,759,1,430020,Business,1,0.7117
APP00492,37,Male,Unemployed,6093,664,2,697619,Home,0,0.4002
APP00493,46,Female,Self-Employed,139634,730,0,791085,Vehicle,1,0.671
APP00494,28,Male,Salaried,278579,809,2,95227,Medical,1,0.9143
APP00495,49,Male,Business Owner,128915,711,4,107556,Vehicle,1,0.6296
APP00496,46,Male,Salaried,235494,693,0,577848,Home,1,0.9301
APP00497,30,Female,Freelancer,241915,698,2,299400,Personal,1,0.7274
APP00498,46,Male,Salaried,154560,549,4,1063414,Medical,1,0.5645
APP00499,54,Male,Self-Employed,180915,768,1,124479,Business,1,0.8356
APP00500,61,Female,Salaried,161984,773,4,1116005,Education,1,0.624
APP00501,27,Female,Salaried,177586,722,1,930638,Home,1,0.7816
APP00502,24,Male,Business Owner,243431,558,0,577487,Personal,1,0.8962
APP00503,31,Female,Business Owner,213104,670,4,611380,Vehicle,1,0.6404
APP00504,49,Male,Salaried,162521,795,3,397069,Medical,1,0.868
APP00505,56,Male,Salaried,157797,634,3,699182,Education,1,0.6777
APP00506,45,Male,Business Owner,34304,774,3,758873,Education,0,0.4356
APP00507,41,Male,Freelancer,150555,684,3,728954,Personal,1,0.6426
APP00508,56,Female,Salaried,119488,737,3,274813,Vehicle,1,0.7758
APP00509,30,Male,Self-Employed,283490,647,1,190499,Home,1,0.7737
APP00510,57,Male,Salaried,168748,686,4,484833,Home,1,0.8442
APP00511,29,Female,Freelancer,286602,714,0,408933,Vehicle,1,0.7931
APP00512,44,Female,Salaried,163518,593,3,729935,Home,1,0.7104
APP00513,55,Male,Salaried,241669,701,3,614025,Vehicle,1,0.8435
APP00514,55,Female,Business Owner,113207,464,0,1082982,Education,0,0.4113
APP00515,56,Male,Salaried,213704,631,0,237894,Business,1,0.8788
APP00516,38,Female,Self-Employed,223017,723,3,1071449,Education,1,0.7136
APP00517,59,Female,Salaried,98741,769,1,135812,Personal,1,0.7449
APP00518,52,Female,Salaried,41365,717,0,878480,Home,1,0.6793
APP00519,44,Male,Salaried,220929,568,4,557749,Vehicle,1,0.7105
APP00520,43,Male,Self-Employed,272481,762,4,423926,Home,1,0.8084
APP00521,52,Male,Salaried,171776,588,1,1012992,Business,1,0.7798
APP00522,57,Male,Self-Employed,185974,729,2,23448,Personal,1,0.7785
APP00523,32,Male,Business Owner,257366,591,1,607446,Medical,1,0.6918
APP00524,33,Female,Business Owner,275319,618,3,509600,Vehicle,1,0.6701
APP00525,43,Male,Salaried,59012,603,2,978303,Vehicle,0,0.4709
APP00526,45,Male,Salaried,167487,691,3,1283651,Medical,1,0.6081
APP00527,55,Female,Salaried,46686,664,4,1224609,Personal,0,0.4133
APP00528,61,Male,Salaried,233270,720,0,708367,Personal,1,0.8268
APP00529,50,Female,Salaried,184815,678,3,75470,Education,1,0.8954
APP00530,37,Male,Self-Employed,57161,558,4,193328,Personal,0,0.4132
APP00531,40,Male,Salaried,272066,702,1,1378906,Home,1,0.8796
APP00532,45,Male,Salaried,264689,539,3,36547,Home,1,0.8308
APP00533,42,Male,Salaried,289546,609,4,1153048,Home,1,0.759
APP00534,33,Female,Self-Employed,88190,650,0,1165463,Home,1,0.573
APP00535,39,Male,Salaried,271256,645,3,716791,Business,1,0.7771
APP00536,56,Female,Self-Employed,184254,548,4,952980,Medical,1,0.5835
APP00537,32,Male,Salaried,39915,789,3,743771,Business,1,0.5621
APP00538,61,Male,Freelancer,288053,811,0,807118,Vehicle,1,0.7759
APP00539,39,Female,Freelancer,90908,850,3,158608,Vehicle,1,0.7803
APP00540,32,Male,Salaried,152337,771,3,1354782,Business,1,0.6892
APP00541,29,Female,Salaried,59112,648,4,1352373,Education,0,0.4826
APP00542,27,Female,Salaried,230123,646,2,151439,Medical,1,0.9225
APP00543,48,Female,Salaried,27431,642,3,1078205,Business,0,0.4912
APP00544,34,Female,Self-Employed,111590,838,2,655044,Business,1,0.6229
APP00545,51,Male,Business Owner,142472,670,1,1016140,Vehicle,1,0.6138
APP00546,39,Male,Self-Employed,232193,781,3,475406,Medical,1,0.696
APP00547,36,Male,Business Owner,86264,775,2,297207,Home,1,0.5616
APP00548,25,Female,Salaried,188030,695,1,1340042,Education,1,0.8132
APP00549,55,Other,Salaried,144502,563,4,749906,Business,1,0.6422
APP00550,32,Male,Business Owner,255395,672,3,518853,Vehicle,1,0.7885
APP00551,45,Female,Salaried,157475,691,4,809125,Medical,1,0.6886
APP00552,41,Male,Self-Employed,230463,782,1,1198889,Education,1,0.7014
APP00553,56,Female,Salaried,194708,681,4,432994,Education,1,0.8465
APP00554,43,Male,Salaried,297983,583,4,1423099,Medical,1,0.8002
APP00555,36,Other,Unemployed,4016,759,0,691326,Vehicle,0,0.4635
APP00556,59,Female,Salaried,203901,661,1,805707,Vehicle,1,0.831
APP00557,62,Male,Unemployed,11494,476,4,1104182,Education,0,0.2855
APP00558,59,Male,Unemployed,719,705,2,11658,Home,1,0.5228
APP00559,34,Male,Business Owner,250864,720,1,235571,Business,1,0.8152
APP00560,51,Male,Self-Employed,50651,612,0,1131044,Home,0,0.3624
APP00561,25,Male,Self-Employed,122919,664,3,1466040,Medical,0,0.4685
APP00562,55,Female,Freelancer,211944,732,4,1476229,Business,1,0.6841
APP00563,43,Female,Salaried,142776,706,2,705087,Home,1,0.65
APP00564,49,Female,Self-Employed,169811,554,0,1207849,Business,1,0.6346
APP00565,63,Male,Self-Employed,155697,780,1,575438,Vehicle,1,0.7435
APP00566,31,Female,Salaried,204428,816,4,780508,Home,1,0.9108
APP00567,38,Female,Salaried,26789,639,0,1310351,Home,1,0.5688
APP00568,32,Male,Salaried,261974,527,0,278520,Education,1,0.8943
APP00569,29,Female,Self-Employed,286413,741,2,1372393,Business,1,0.6299
APP00570,30,Female,Freelancer,193678,626,3,799908,Vehicle,1,0.7108
APP00571,64,Male,Salaried,69135,722,3,1307041,Vehicle,1,0.5763
APP00572,37,Male,Freelancer,62067,850,3,866334,Business,0,0.4959
APP00573,58,Male,Self-Employed,195923,556,1,517726,Business,1,0.6228
APP00574,27,Male,Business Owner,232925,616,0,887701,Vehicle,1,0.7076
APP00575,33,Female,Self-Employed,188944,664,1,990382,Business,1,0.6459
APP00576,60,Female,Business Owner,94103,783,0,632619,Education,1,0.512
APP00577,62,Female,Salaried,111310,850,2,1472407,Medical,1,0.6768
APP00578,29,Male,Business Owner,62412,699,2,545452,Vehicle,0,0.4016
APP00579,47,Male,Salaried,226002,549,1,835748,Medical,1,0.9285
APP00580,22,Female,Freelancer,47228,652,1,1219207,Vehicle,0,0.4109
APP00581,25,Female,Unemployed,1075,618,2,335112,Home,0,0.3808
APP00582,49,Male,Salaried,36319,737,4,1256448,Vehicle,0,0.3995
APP00583,57,Male,Salaried,31475,710,3,448201,Education,0,0.4531
APP00584,58,Female,Business Owner,253163,596,3,1261771,Business,1,0.6566
APP00585,39,Male,Salaried,170800,613,2,568382,Vehicle,1,0.7145
APP00586,28,Male,Freelancer,266382,651,3,327473,Medical,1,0.7101
APP00587,21,Female,Salaried,254484,660,4,1042553,Business,1,0.7576
APP00588,42,Male,Salaried,217828,676,4,1403858,Business,1,0.7262
APP00589,37,Male,Unemployed,9118,683,0,76141,Home,1,0.5124
APP00590,27,Male,Self-Employed,178817,778,1,163415,Personal,1,0.8196
APP00591,45,Male,Business Owner,288389,648,3,662595,Medical,1,0.7385
APP00592,24,Female,Salaried,142408,636,4,987042,Business,1,0.6474
APP00593,56,Male,Self-Employed,137143,572,1,1483881,Education,1,0.5519
APP00594,26,Male,Self-Employed,212965,662,1,456811,Vehicle,1,0.7627
APP00595,51,Female,Self-Employed,257298,700,0,1403917,Home,1,0.7404
APP00596,39,Female,Self-Employed,93049,542,1,878750,Vehicle,0,0.4514
APP00597,64,Female,Self-Employed,253953,652,1,171101,Home,1,0.8433
APP00598,59,Male,Salaried,235503,772,2,613311,Vehicle,1,0.9388
APP00599,47,Male,Salaried,195821,731,0,848394,Vehicle,1,0.8677
APP00600,30,Other,Business Owner,229829,709,0,1433757,Education,1,0.7868
APP00601,46,Female,Salaried,227646,729,3,704402,Vehicle,1,0.8241
APP00602,39,Male,Self-Employed,83601,634,1,479596,Medical,1,0.5231
APP00603,59,Male,Salaried,171154,623,3,1143435,Home,1,0.6662
APP00604,23,Male,Self-Employed,170720,781,4,625221,Business,1,0.6661
APP00605,33,Female,Business Owner,287508,746,1,1104533,Home,1,0.844
APP00606,48,Female,Salaried,190640,620,4,840171,Home,1,0.734
APP00607,40,Male,Salaried,230704,529,2,310877,Home,1,0.8079
APP00608,48,Male,Salaried,294580,621,1,579677,Business,1,0.7813
APP00609,28,Female,Self-Employed,49544,723,3,170787,Education,0,0.4494
APP00610,61,Female,Business Owner,88295,627,3,853354,Medical,0,0.4186
APP00611,59,Male,Salaried,221787,706,1,989298,Vehicle,1,0.809
APP00612,21,Female,Business Owner,94409,793,3,27580,Home,1,0.631
APP00613,23,Female,Salaried,274720,672,1,388044,Business,1,0.8613
APP00614,33,Male,Self-Employed,151839,698,0,404039,Home,1,0.7293
APP00615,48,Female,Freelancer,201637,734,3,1317649,Business,1,0.6891
APP00616,45,Male,Salaried,226068,593,1,233080,Home,1,0.8076
APP00617,53,Female,Self-Employed,90888,618,1,803516,Education,0,0.46
APP00618,58,Female,Salaried,212167,738,3,1398711,Business,1,0.7883
APP00619,26,Female,Salaried,29507,682,0,1462399,Personal,1,0.5843
APP00620,64,Female,Salaried,68988,689,3,616743,Education,1,0.54
APP00621,52,Male,Salaried,172937,682,1,1433260,Medical,1,0.7085
APP00622,41,Female,Self-Employed,52213,758,0,1012434,Home,1,0.5104
APP00623,36,Female,Salaried,82450,714,4,386684,Medical,1,0.6663
APP00624,41,Male,Self-Employed,87222,715,2,1003859,Business,1,0.5311
APP00625,31,Female,Salaried,179468,777,3,677329,Home,1,0.8374
APP00626,57,Female,Salaried,37755,808,1,813765,Education,1,0.6056
APP00627,56,Male,Self-Employed,156937,850,0,480452,Home,1,0.8615
APP00628,55,Female,Unemployed,12417,633,0,1447902,Education,0,0.4331
APP00629,39,Female,Salaried,214977,850,4,764207,Home,1,0.8811
APP00630,40,Male,Freelancer,194169,592,3,570956,Vehicle,1,0.7228
APP00631,38,Other,Self-Employed,260132,834,0,808377,Personal,1,0.7927
APP00632,61,Male,Self-Employed,160090,629,4,636816,Home,1,0.5156
APP00633,34,Male,Self-Employed,292336,674,1,56526,Vehicle,1,0.8099
APP00634,35,Male,Salaried,289159,681,4,582005,Vehicle,1,0.8133
APP00635,51,Female,Salaried,224988,610,3,1273814,Personal,1,0.7191
APP00636,21,Female,Self-Employed,53343,686,4,519740,Vehicle,0,0.4238
APP00637,23,Male,Salaried,30829,614,0,1296220,Vehicle,0,0.4059
APP00638,36,Male,Freelancer,59381,581,0,1411200,Vehicle,0,0.4016
APP00639,43,Female,Salaried,237153,676,2,743709,Home,1,0.8107
APP00640,31,Male,Salaried,259748,807,4,1042540,Home,1,0.7487
APP00641,32,Female,Business Owner,246970,659,1,1194249,Education,1,0.8005
APP00642,30,Female,Salaried,25148,755,3,1178960,Home,0,0.4206
APP00643,52,Male,Self-Employed,97914,612,2,1076415,Vehicle,0,0.4295
APP00644,36,Female,Self-Employed,85653,577,4,847769,Education,0,0.4315
APP00645,28,Male,Freelancer,248607,716,1,443420,Vehicle,1,0.8274
APP00646,58,Other,Business Owner,217593,820,2,30195,Home,1,0.7833
APP00647,32,Female,Self-Employed,34795,696,0,1479640,Personal,0,0.4729
APP00648,44,Female,Self-Employed,89555,746,3,623517,Medical,1,0.5164
APP00649,48,Male,Freelancer,260068,799,4,122265,Home,1,0.8971
APP00650,28,Female,Salaried,128107,677,1,1319351,Education,1,0.6711
APP00651,48,Male,Salaried,252650,667,0,1230502,Vehicle,1,0.8445
APP00652,56,Male,Salaried,192022,717,2,1371718,Home,1,0.7355
APP00653,46,Male,Salaried,36009,732,3,208462,Education,0,0.4589
APP00654,28,Female,Self-Employed,203168,568,2,1352278,Home,1,0.5954
APP00655,48,Female,Self-Employed,175616,703,2,53585,Personal,1,0.8183
APP00656,48,Female,Self-Employed,54381,679,1,1274462,Medical,0,0.4421
APP00657,57,Female,Salaried,93122,616,0,312408,Vehicle,1,0.7213
APP00658,61,Male,Business Owner,239709,674,4,436542,Vehicle,1,0.7834
APP00659,56,Female,Salaried,112228,586,1,1467459,Personal,0,0.4717
APP00660,47,Male,Self-Employed,105770,559,3,552353,Personal,1,0.5432
APP00661,37,Female,Self-Employed,77726,685,2,386526,Personal,1,0.5175
APP00662,29,Female,Salaried,213210,752,3,883623,Home,1,0.8487
APP00663,53,Female,Salaried,246454,652,1,937510,Home,1,0.7969
APP00664,40,Female,Salaried,202265,603,1,343963,Business,1,0.8113
APP00665,33,Male,Business Owner,270074,615,4,1427878,Vehicle,1,0.6573
APP00666,48,Male,Freelancer,105857,723,2,448292,Home,1,0.708
APP00667,49,Female,Self-Employed,284405,813,1,1258509,Home,1,0.8459
APP00668,33,Male,Salaried,215128,741,3,761679,Medical,1,0.8948
APP00669,55,Male,Salaried,142928,784,4,799575,Medical,1,0.6927
APP00670,26,Male,Business Owner,83706,596,3,766701,Education,0,0.381
APP00671,38,Female,Business Owner,80006,674,2,1378225,Medical,0,0.4185
APP00672,25,Male,Salaried,112238,761,4,1464209,Vehicle,1,0.5773
APP00673,45,Male,Salaried,273018,568,4,172372,Medical,1,0.6808
APP00674,22,Female,Business Owner,219227,627,4,1349616,Education,1,0.5859
APP00675,30,Female,Salaried,102271,755,0,768339,Home,1,0.6736
APP00676,50,Male,Salaried,68013,700,4,1371349,Education,1,0.5015
APP00677,25,Male,Salaried,107600,602,3,1479398,Vehicle,1,0.5559
APP00678,53,Male,Self-Employed,124290,549,3,71330,Vehicle,1,0.5939
APP00679,21,Male,Freelancer,241110,786,2,803983,Home,1,0.7767
APP00680,38,Male,Unemployed,3697,515,1,373116,Personal,0,0.2685
APP00681,52,Female,Self-Employed,49142,730,1,1440343,Home,0,0.3561
APP00682,31,Female,Self-Employed,156436,637,0,385360,Home,1,0.6812
APP00683,41,Female,Salaried,262403,763,4,864214,Vehicle,1,0.7747
APP00684,46,Male,Self-Employed,57535,596,0,337535,Vehicle,1,0.517
APP00685,45,Female,Salaried,41105,850,2,1425677,Education,1,0.6171
APP00686,42,Male,Self-Employed,164011,712,2,597699,Business,1,0.7323
APP00687,47,Other,Salaried,104472,725,1,774797,Vehicle,1,0.7047
APP00688,33,Female,Salaried,198101,618,2,1131761,Vehicle,1,0.7617
APP00689,53,Male,Salaried,171935,669,4,509961,Business,1,0.7153
APP00690,54,Female,Salaried,103097,671,3,510735,Home,1,0.5875
APP00691,61,Male,Salaried,286674,823,2,137574,Vehicle,1,0.8611
APP00692,55,Female,Salaried,166519,712,0,1088000,Medical,1,0.8445
APP00693,21,Male,Unemployed,9490,723,4,1100135,Home,0,0.3232
APP00694,41,Male,Salaried,71940,722,2,520926,Education,1,0.5234
APP00695,26,Female,Self-Employed,234019,730,2,258290,Personal,1,0.7463
APP00696,48,Male,Freelancer,110001,568,4,1331795,Education,0,0.3755
APP00697,37,Female,Unemployed,12159,843,2,425915,Vehicle,0,0.4275
APP00698,25,Male,Self-Employed,175714,609,3,282094,Personal,1,0.7208
APP00699,51,Female,Business Owner,252870,676,1,1097881,Home,1,0.7229
APP00700,25,Female,Salaried,251971,802,4,532037,Home,1,0.744
APP00701,58,Male,Salaried,223715,834,0,1324289,Medical,1,0.8952
APP00702,23,Male,Salaried,32928,744,2,76778,Medical,1,0.5774
APP00703,43,Male,Self-Employed,73002,639,1,1423353,Vehicle,0,0.4414
APP00704,57,Male,Self-Employed,139614,690,0,1417027,Vehicle,1,0.5622
APP00705,57,Male,Salaried,142517,693,0,888606,Medical,1,0.7665
APP00706,30,Female,Salaried,181089,696,3,570451,Business,1,0.7919
APP00707,30,Female,Self-Employed,104064,581,1,1108168,Home,0,0.4741
APP00708,39,Female,Salaried,75893,780,4,228223,Home,1,0.641
APP00709,37,Female,Self-Employed,63598,690,1,1246981,Vehicle,0,0.438
APP00710,41,Female,Self-Employed,163595,622,1,1438151,Medical,1,0.5707
APP00711,34,Female,Business Owner,106060,640,0,542327,Medical,1,0.6649
APP00712,29,Male,Business Owner,47694,701,3,149270,Personal,0,0.484
APP00713,21,Female,Freelancer,286401,567,3,175426,Medical,1,0.7478
APP00714,33,Female,Self-Employed,271848,750,1,1324544,Vehicle,1,0.8243
APP00715,24,Female,Business Owner,178463,698,1,361679,Education,1,0.7768
APP00716,21,Male,Self-Employed,291755,805,2,13436,Business,1,0.8821
APP00717,60,Male,Salaried,34372,686,0,706217,Business,0,0.4551
APP00718,52,Male,Salaried,180384,593,4,1074633,Vehicle,1,0.689
APP00719,54,Female,Salaried,170152,584,4,535598,Home,1,0.6917
APP00720,48,Female,Salaried,137945,648,3,478571,Personal,1,0.7793
APP00721,51,Male,Self-Employed,121213,657,0,1006497,Vehicle,1,0.6242
APP00722,28,Other,Business Owner,45874,634,3,856454,Education,0,0.3383
APP00723,59,Male,Salaried,229986,690,4,674266,Vehicle,1,0.8157
APP00724,46,Male,Salaried,36600,632,1,552834,Business,1,0.5035
APP00725,54,Male,Unemployed,4619,700,0,1157388,Home,0,0.4179
APP00726,23,Female,Salaried,180887,638,0,1056584,Medical,1,0.7455
APP00727,32,Female,Self-Employed,240572,730,2,567437,Home,1,0.787
APP00728,21,Male,Self-Employed,119348,655,1,1051564,Home,1,0.5289
APP00729,64,Female,Self-Employed,130736,779,1,1434311,Education,1,0.611
APP00730,25,Male,Salaried,160797,732,3,1257029,Business,1,0.6651
APP00731,50,Female,Salaried,176756,695,0,689044,Personal,1,0.8136
APP00732,50,Female,Salaried,136573,663,3,1350578,Medical,1,0.6766
APP00733,37,Female,Self-Employed,50457,558,1,1103906,Personal,0,0.3329
APP00734,43,Male,Self-Employed,87894,793,2,1035718,Home,0,0.4695
APP00735,35,Female,Salaried,86305,625,0,724564,Home,1,0.6083
APP00736,57,Female,Self-Employed,168684,687,1,1412923,Vehicle,1,0.5972
APP00737,41,Male,Business Owner,258913,707,2,1346013,Home,1,0.6731
APP00738,34,Female,Salaried,234699,665,4,886861,Medical,1,0.7796
APP00739,22,Male,Self-Employed,25559,788,1,145701,Business,0,0.4027
APP00740,31,Female,Self-Employed,62361,582,4,15704,Personal,0,0.4009
APP00741,59,Male,Salaried,253748,818,3,1191424,Home,1,0.9502
APP00742,58,Female,Salaried,213992,733,4,1246903,Vehicle,1,0.7934
APP00743,54,Female,Self-Employed,268950,660,1,582569,Vehicle,1,0.7292
APP00744,58,Male,Freelancer,25037,661,4,651260,Home,0,0.3506
APP00745,54,Male,Business Owner,199104,502,0,1172108,Vehicle,1,0.6954
APP00746,38,Male,Self-Employed,122243,612,1,434452,Education,1,0.6556
APP00747,50,Male,Business Owner,154380,651,2,76780,Education,1,0.6861
APP00748,35,Male,Salaried,283430,694,4,928837,Education,1,0.8448
APP00749,47,Female,Self-Employed,59600,780,0,1258853,Home,0,0.4087
APP00750,54,Male,Self-Employed,204357,843,3,1010624,Vehicle,1,0.6991
APP00751,58,Male,Salaried,218080,701,3,454162,Education,1,0.8453
APP00752,53,Female,Business Owner,292311,696,4,1303531,Home,1,0.6959
APP00753,44,Male,Self-Employed,282351,640,3,1376053,Education,1,0.6269
